Source,Target,Relation,,
AmareshUm,youth_1981,follower_of_follower,,
dobriyal66,youth_1981,follower_of_follower,,
KundanTri,youth_1981,follower_of_follower,,
Meenaks65418197,youth_1981,follower_of_follower,,
PMPATEl1969,youth_1981,follower_of_follower,,
KrChoud42412520,youth_1981,follower_of_follower,,
Gwalior_wale1,youth_1981,follower_of_follower,,
RajeshChhoker14,youth_1981,follower_of_follower,,
IshwarS01435342,youth_1981,follower_of_follower,,
MrNeerajKumarS5,youth_1981,follower_of_follower,,
RajeevK98405601,youth_1981,follower_of_follower,,
youth_1981,Manasi71,friend_of_follower,,
youth_1981,Narendr26094227,friend_of_follower,,
youth_1981,ArtiBJP,friend_of_follower,,
youth_1981,Vineetbhargava9,friend_of_follower,,
youth_1981,Rahul_SharmaBJP,friend_of_follower,,
youth_1981,naveenbhu017,friend_of_follower,,
youth_1981,ArunSha76028186,friend_of_follower,,
youth_1981,AdvRameshT,friend_of_follower,,
youth_1981,ajaymandal6196,friend_of_follower,,
youth_1981,AmareshUm,friend_of_follower,,
youth_1981,dobriyal66,friend_of_follower,,
youth_1981,KundanTri,friend_of_follower,,
youth_1981,Meenaks65418197,friend_of_follower,,
youth_1981,PMPATEl1969,friend_of_follower,,
youth_1981,KrChoud42412520,friend_of_follower,,
youth_1981,Gwalior_wale1,friend_of_follower,,
youth_1981,RajeshChhoker14,friend_of_follower,,
youth_1981,IshwarS01435342,friend_of_follower,,
youth_1981,MrNeerajKumarS5,friend_of_follower,,
youth_1981,RajeevK98405601,friend_of_follower,,
BIJANBIHARISAR1,@Sujan_Speak,follower,,
BIJANBIHARISAR1,Manasi71,friend_of_follower,,
BIJANBIHARISAR1,Narendr26094227,friend_of_follower,,
BIJANBIHARISAR1,ArtiBJP,friend_of_follower,,
BIJANBIHARISAR1,Vineetbhargava9,friend_of_follower,,
BIJANBIHARISAR1,Rahul_SharmaBJP,friend_of_follower,,
BIJANBIHARISAR1,naveenbhu017,friend_of_follower,,
BIJANBIHARISAR1,ArunSha76028186,friend_of_follower,,
BIJANBIHARISAR1,AdvRameshT,friend_of_follower,,
BIJANBIHARISAR1,ajaymandal6196,friend_of_follower,,
BIJANBIHARISAR1,AmareshUm,friend_of_follower,,
BIJANBIHARISAR1,dobriyal66,friend_of_follower,,
BIJANBIHARISAR1,KundanTri,friend_of_follower,,
BIJANBIHARISAR1,Meenaks65418197,friend_of_follower,,
BIJANBIHARISAR1,PMPATEl1969,friend_of_follower,,
BIJANBIHARISAR1,KrChoud42412520,friend_of_follower,,
BIJANBIHARISAR1,Gwalior_wale1,friend_of_follower,,
BIJANBIHARISAR1,RajeshChhoker14,friend_of_follower,,
BIJANBIHARISAR1,IshwarS01435342,friend_of_follower,,
BIJANBIHARISAR1,MrNeerajKumarS5,friend_of_follower,,
BIJANBIHARISAR1,RajeevK98405601,friend_of_follower,,
AbhiPatra23,@Sujan_Speak,follower,,
FPLSemicasual,AbhiPatra23,follower_of_follower,,
aritravo_auddy,AbhiPatra23,follower_of_follower,,
fplpaw,AbhiPatra23,follower_of_follower,,
fpl_del,AbhiPatra23,follower_of_follower,,
FplDallas,AbhiPatra23,follower_of_follower,,
EdersonFPL,AbhiPatra23,follower_of_follower,,
FplFlannel,AbhiPatra23,follower_of_follower,,
LUFCMOTcom,AbhiPatra23,follower_of_follower,,
BarcaGameDay,AbhiPatra23,follower_of_follower,,
FplKahuna,AbhiPatra23,follower_of_follower,,
FPL_Arnold,AbhiPatra23,follower_of_follower,,
FplJacob3000,AbhiPatra23,follower_of_follower,,
FplLinz,AbhiPatra23,follower_of_follower,,
jaysfpl,AbhiPatra23,follower_of_follower,,
COYIrons_com,AbhiPatra23,follower_of_follower,,
PadFul,AbhiPatra23,follower_of_follower,,
support_fpl,AbhiPatra23,follower_of_follower,,
Hibbo_FPL,AbhiPatra23,follower_of_follower,,
JackLUFC1919,AbhiPatra23,follower_of_follower,,
FPLdiet,AbhiPatra23,follower_of_follower,,
AbhiPatra23,FPLSemicasual,friend_of_follower,,
AbhiPatra23,aritravo_auddy,friend_of_follower,,
AbhiPatra23,fplpaw,friend_of_follower,,
AbhiPatra23,fpl_del,friend_of_follower,,
AbhiPatra23,FplDallas,friend_of_follower,,
AbhiPatra23,EdersonFPL,friend_of_follower,,
AbhiPatra23,FplFlannel,friend_of_follower,,
AbhiPatra23,LUFCMOTcom,friend_of_follower,,
AbhiPatra23,BarcaGameDay,friend_of_follower,,
AbhiPatra23,FplKahuna,friend_of_follower,,
AbhiPatra23,FPL_Arnold,friend_of_follower,,
AbhiPatra23,FplJacob3000,friend_of_follower,,
AbhiPatra23,FplLinz,friend_of_follower,,
AbhiPatra23,jaysfpl,friend_of_follower,,
AbhiPatra23,COYIrons_com,friend_of_follower,,
AbhiPatra23,PadFul,friend_of_follower,,
AbhiPatra23,support_fpl,friend_of_follower,,
AbhiPatra23,Hibbo_FPL,friend_of_follower,,
AbhiPatra23,JackLUFC1919,friend_of_follower,,
AbhiPatra23,FPLdiet,friend_of_follower,,
Ashwani69460521,@Sujan_Speak,follower,,
Ashwani69460521,FPLSemicasual,friend_of_follower,,
Ashwani69460521,aritravo_auddy,friend_of_follower,,
Ashwani69460521,fplpaw,friend_of_follower,,
Ashwani69460521,fpl_del,friend_of_follower,,
Ashwani69460521,FplDallas,friend_of_follower,,
Ashwani69460521,EdersonFPL,friend_of_follower,,
Ashwani69460521,FplFlannel,friend_of_follower,,
Ashwani69460521,LUFCMOTcom,friend_of_follower,,
Ashwani69460521,BarcaGameDay,friend_of_follower,,
Ashwani69460521,FplKahuna,friend_of_follower,,
Ashwani69460521,FPL_Arnold,friend_of_follower,,
Ashwani69460521,FplJacob3000,friend_of_follower,,
Ashwani69460521,FplLinz,friend_of_follower,,
Ashwani69460521,jaysfpl,friend_of_follower,,
Ashwani69460521,COYIrons_com,friend_of_follower,,
Ashwani69460521,PadFul,friend_of_follower,,
Ashwani69460521,support_fpl,friend_of_follower,,
Ashwani69460521,Hibbo_FPL,friend_of_follower,,
Ashwani69460521,JackLUFC1919,friend_of_follower,,
Ashwani69460521,FPLdiet,friend_of_follower,,
soumyainnature,@Sujan_Speak,follower,,
soumyainnature,FPLSemicasual,friend_of_follower,,
soumyainnature,aritravo_auddy,friend_of_follower,,
soumyainnature,fplpaw,friend_of_follower,,
soumyainnature,fpl_del,friend_of_follower,,
soumyainnature,FplDallas,friend_of_follower,,
soumyainnature,EdersonFPL,friend_of_follower,,
soumyainnature,FplFlannel,friend_of_follower,,
soumyainnature,LUFCMOTcom,friend_of_follower,,
soumyainnature,BarcaGameDay,friend_of_follower,,
soumyainnature,FplKahuna,friend_of_follower,,
soumyainnature,FPL_Arnold,friend_of_follower,,
soumyainnature,FplJacob3000,friend_of_follower,,
soumyainnature,FplLinz,friend_of_follower,,
soumyainnature,jaysfpl,friend_of_follower,,
soumyainnature,COYIronsAbhimanyuGandh3,mystiqueperilou,friend_of_follower
Ajazbharodawala,@Sujan_Speak,follower
_Anitawilliam,Ajazbharodawala,follower_of_follower
DemarInsta,Ajazbharodawala,follower_of_follower
sughrashaikh3,Ajazbharodawala,follower_of_follower
_The_Rabbit_,Ajazbharodawala,follower_of_follower
KishanMorar1,Ajazbharodawala,follower_of_follower
kagzi_vajahat,Ajazbharodawala,follower_of_follower
irfanbharodawa1,Ajazbharodawala,follower_of_follower
Ramushuviolet1,Ajazbharodawala,follower_of_follower
muhemmed_zohaib,Ajazbharodawala,follower_of_follower
ChamadiyaMuseb,Ajazbharodawala,follower_of_follower
RonnRofuno,Ajazbharodawala,follower_of_follower
s7rmshaikh,Ajazbharodawala,follower_of_follower
WRofuno,Ajazbharodawala,follower_of_follower
EdintonKDombo,Ajazbharodawala,follower_of_follower
soniasharma9439,Ajazbharodawala,follower_of_follower
jobvinesa,Ajazbharodawala,follower_of_follower
ShaikhYasar14,Ajazbharodawala,follower_of_follower
ImranSh20564747,Ajazbharodawala,follower_of_follower
shaikhitaly,Ajazbharodawala,follower_of_follower
10topsforinfo,Ajazbharodawala,follower_of_follower
Ajazbharodawala,_Anitawilliam,friend_of_follower
Ajazbharodawala,DemarInsta,friend_of_follower
Ajazbharodawala,sughrashaikh3,friend_of_follower
Ajazbharodawala,_The_Rabbit_,friend_of_follower
Ajazbharodawala,KishanMorar1,friend_of_follower
Ajazbharodawala,kagzi_vajahat,friend_of_follower
Ajazbharodawala,irfanbharodawa1,friend_of_follower
Ajazbharodawala,Ramushuviolet1,friend_of_follower
Ajazbharodawala,muhemmed_zohaib,friend_of_follower
Ajazbharodawala,ChamadiyaMuseb,friend_of_follower
Ajazbharodawala,RonnRofuno,friend_of_follower
Ajazbharodawala,s7rmshaikh,friend_of_follower
Ajazbharodawala,WRofuno,friend_of_follower
Ajazbharodawala,EdintonKDombo,friend_of_follower
Ajazbharodawala,soniasharma9439,friend_of_follower
Ajazbharodawala,jobvinesa,friend_of_follower
Ajazbharodawala,ShaikhYasar14,friend_of_follower
Ajazbharodawala,ImranSh20564747,friend_of_follower
Ajazbharodawala,shaikhitaly,friend_of_follower
Ajazbharodawala,10topsforinfo,friend_of_follower
ArjunChirakkal,@Sujan_Speak,follower
sanoMDblog,ArjunChirakkal,follower_of_follower
ArjunChirakkal,sanoMDblog,friend_of_follower
n_orka,@Sujan_Speak,follower
Cloudy25215426,n_orka,follower_of_follower
SoumenR99081454,n_orka,follower_of_follower
n_orka,Cloudy25215426,friend_of_follower
n_orka,SoumenR99081454,friend_of_follower
manveer_tiwari,@Sujan_Speak,follower
bhavika_dutta07,manveer_tiwari,follower_of_follower
RkR2899,manveer_tiwari,follower_of_follower
CricketingGenie,manveer_tiwari,follower_of_follower
MichaelEast1983,manveer_tiwari,follower_of_follower
Shirley16000637,manveer_tiwari,follower_of_follower
ArmyKaFan,manveer_tiwari,follower_of_follower
rishi_memes,manveer_tiwari,follower_of_follower
Kunal5hah,manveer_tiwari,follower_of_follower
sunuphealthc,manveer_tiwari,follower_of_follower
Naman_7703,manveer_tiwari,follower_of_follower
aiparisangh,manveer_tiwari,follower_of_follower
JitendraNikam17,manveer_tiwari,follower_of_follower
Crazystuffs6,manveer_tiwari,follower_of_follower
m_singhrazz1008,manveer_tiwari,follower_of_follower
Swati__018,manveer_tiwari,follower_of_follower
memesbyvishu,manveer_tiwari,follower_of_follower
triggeredladaki,manveer_tiwari,follower_of_follower
wankhede_lokesh,manveer_tiwari,follower_of_follower
bhaikoram,manveer_tiwari,follower_of_follower
nowilltolive5,manveer_tiwari,follower_of_follower
manveer_tiwari,bhavika_dutta07,friend_of_follower
manveer_tiwari,RkR2899,friend_of_follower
manveer_tiwari,CricketingGenie,friend_of_follower
manveer_tiwari,MichaelEast1983,friend_of_follower
manveer_tiwari,Shirley16000637,friend_of_follower
manveer_tiwari,ArmyKaFan,friend_of_follower
manveer_tiwari,rishi_memes,friend_of_follower
manveer_tiwari,Kunal5hah,friend_of_follower
manveer_tiwari,sunuphealthc,friend_of_follower
manveer_tiwari,Naman_7703,friend_of_follower
manveer_tiwari,aiparisangh,friend_of_follower
manveer_tiwari,JitendraNikam17,friend_of_follower
manveer_tiwari,Crazystuffs6,friend_of_follower
manveer_tiwari,m_singhrazz1008,friend_of_follower
manveer_tiwari,Swati__018,friend_of_follower
manveer_tiwari,memesbyvishu,friend_of_follower
manveer_tiwari,triggeredladaki,friend_of_follower
manveer_tiwari,wankhede_lokesh,friend_of_follower
manveer_tiwari,bhaikoram,friend_of_follower
manveer_tiwari,nowilltolive5,friend_of_follower
Himadri31748700,@Sujan_Speak,follower
RitamBisaws,Himadri31748700,follower_of_follower
shubhradyuti,Himadri31748700,follower_of_follower
Himadri31748700,RitamBisaws,friend_of_follower
Himadri31748700,shubhradyuti,friend_of_follower
AmjadMo85550933,@Sujan_Speak,follower
AmjadMo85550933,RitamBisaws,friend_of_follower
AmjadMo85550933,shubhradyuti,friend_of_follower
@BJP4Bengal,mithunda_off,friend
shailendracop77,mithunda_off,follower_of_friend
Sanju173,mithunda_off,follower_of_friend
trilingadesamu,mithunda_off,follower_of_friend
MAHENDR16184835,mithunda_off,follower_of_friend
KabirTera,mithunda_off,follower_of_friend
RaniChakrabart5,mithunda_off,follower_of_friend
Priyank31835299,mithunda_off,follower_of_friend
Yogendr11890441,mithunda_off,follower_of_friend
NitaiDu88450295,mithunda_off,follower_of_friend
ghoshsrsudip,mithunda_off,follower_of_friend
Mariann40992334,mithunda_off,follower_of_friend
ashishk01698829,mithunda_off,follower_of_friend
RajkumariKukre2,mithunda_off,follower_of_friend
tvpmtvpmnathan,mithunda_off,follower_of_friend
Frustra93395619,mithunda_off,follower_of_friend
SujitNa35442634,mithunda_off,follower_of_friend
Chiranj54990659,mithunda_off,follower_of_friend
shreyaaa0,mithunda_off,follower_of_friend
aaniketaa,mithunda_off,follower_of_friend
kisuredipank,mithunda_off,follower_of_friend
mithunda_off,shailendracop77,friend_of_friend
mithunda_off,Sanju173,friend_of_friend
mithunda_off,trilingadesamu,friend_of_friend
mithunda_off,MAHENDR16184835,friend_of_friend
mithunda_off,KabirTera,friend_of_friend
mithunda_off,RaniChakrabart5,friend_of_friend
mithunda_off,Priyank31835299,friend_of_friend
mithunda_off,Yogendr11890441,friend_of_friend
mithunda_off,NitaiDu88450295,friend_of_friend
mithunda_off,ghoshsrsudip,friend_of_friend
mithunda_off,Mariann40992334,friend_of_friend
mithunda_off,ashishk01698829,friend_of_friend
mithunda_off,RajkumariKukre2,friend_of_friend
mithunda_off,tvpmtvpmnathan,friend_of_friend
mithunda_off,Frustra93395619,friend_of_friend
mithunda_off,SujitNa35442634,friend_of_friend
mithunda_off,Chiranj54990659,friend_of_friend
mithunda_off,shreyaaa0,friend_of_friend
mithunda_off,aaniketaa,friend_of_friend
mithunda_off,kisuredipank,friend_of_friend
@BJP4Bengal,Yash_Dasgupta,friend
saswata_9,Yash_Dasgupta,follower_of_friend
AnkitaD86956522,Yash_Dasgupta,follower_of_friend
Afsanayesmin17,Yash_Dasgupta,follower_of_friend
RoniMaity3,Yash_Dasgupta,follower_of_friend
ArpaSaha5,Yash_Dasgupta,follower_of_friend
ANWESHANJANA3,Yash_Dasgupta,follower_of_friend
AnhaAfros,Yash_Dasgupta,follower_of_friend
RajKuma33895598,Yash_Dasgupta,follower_of_friend
sharwarhossain3,Yash_Dasgupta,follower_of_friend
SkSirajulhoqu13,Yash_Dasgupta,follower_of_friend
sk_mijam,Yash_Dasgupta,follower_of_friend
AritraR80561484,Yash_Dasgupta,follower_of_friend
tvpmtvpmnathan,Yash_Dasgupta,follower_of_friend
HoneySa40210083,Yash_Dasgupta,follower_of_friend
tayiabur_deys,Yash_Dasgupta,follower_of_friend
RatanBauri19,Yash_Dasgupta,follower_of_friend
AmarjitSahaniMJ,Yash_Dasgupta,follower_of_friend
alluarjun191,Yash_Dasgupta,follower_of_friend
NituSin48081521,Yash_Dasgupta,follower_of_friend
SkAmiru65388268,Yash_Dasgupta,follower_of_friend
Yash_Dasgupta,saswata_9,friend_of_friend
Yash_Dasgupta,AnkitaD86956522,friend_of_friend
Yash_Dasgupta,Afsanayesmin17,friend_of_friend
Yash_Dasgupta,RoniMaity3,friend_of_friend
Yash_Dasgupta,ArpaSaha5,friend_of_friend
Yash_Dasgupta,ANWESHANJANA3,friend_of_friend
Yash_Dasgupta,AnhaAfros,friend_of_friend
Yash_Dasgupta,RajKuma33895598,friend_of_friend
Yash_Dasgupta,sharwarhossain3,friend_of_friend
Yash_Dasgupta,SkSirajulhoqu13,friend_of_friend
Yash_Dasgupta,sk_mijam,friend_of_friend
Yash_Dasgupta,AritraR80561484,friend_of_friend
Yash_Dasgupta,tvpmtvpmnathan,friend_of_friend
Yash_Dasgupta,HoneySa40210083,friend_of_friend
Yash_Dasgupta,tayiabur_deys,friend_of_friend
Yash_Dasgupta,RatanBauri19,friend_of_friend
Yash_Dasgupta,AmarjitSahaniMJ,friend_of_friend
Yash_Dasgupta,alluarjun191,friend_of_friend
Yash_Dasgupta,NituSin48081521,friend_of_friend
Yash_Dasgupta,SkAmiru65388268,friend_of_friend
@BJP4Bengal,smritiirani,friend
BubaiRa00981942,smritiirani,follower_of_friend
Mansi47847083,smritiirani,follower_of_friend
DarshakMorvadi1,smritiirani,follower_of_friend
RishiTr96181376,smritiirani,follower_of_friend
Arjunpa53273460,smritiirani,follower_of_friend
jitendra_sameer,smritiirani,follower_of_friend
praksharathod,smritiirani,follower_of_friend
Roshan91543125,smritiirani,follower_of_friend
DevangC03996660,smritiirani,follower_of_friend
NileshR73605816,smritiirani,follower_of_friend
Bhoopendra1989,smritiirani,follower_of_friend
DIGVIJAYSINHD18,smritiirani,follower_of_friend
Amar97908951,smritiirani,follower_of_friend
PRADEEP52588794,smritiirani,follower_of_friend
ravi8849118494,smritiirani,follower_of_friend
donzoun,smritiirani,follower_of_friend
MISSMAXWELL14,smritiirani,follower_of_friend
RajuJai92287410,smritiirani,follower_of_friend
HarunRa64380456,smritiirani,follower_of_friend
RameshPDangarA1,smritiirani,follower_of_friend
smritiirani,BubaiRa00981942,friend_of_friend
smritiirani,Mansi47847083,friend_of_friend
smritiirani,DarshakMorvadi1,friend_of_friend
smritiirani,RishiTr96181376,friend_of_friend
smritiirani,Arjunpa53273460,friend_of_friend
smritiirani,jitendra_sameer,friend_of_friend
smritiirani,praksharathod,friend_of_friend
smritiirani,Roshan91543125,friend_of_friend
smritiirani,DevangC03996660,friend_of_friend
smritiirani,NileshR73605816,friend_of_friend
smritiirani,Bhoopendra1989,friend_of_friend
smritiirani,DIGVIJAYSINHD18,friend_of_friend
smritiirani,Amar97908951,friend_of_friend
smritiirani,PRADEEP52588794,friend_of_friend
smritiirani,ravi8849118494,friend_of_friend
smritiirani,donzoun,friend_of_friend
smritiirani,MISSMAXWELL14,friend_of_friend
smritiirani,RajuJai92287410,friend_of_friend
smritiirani,HarunRa64380456,friend_of_friend
smritiirani,RameshPDangarA1,friend_of_friend
@BJP4Bengal,Paayel_12353,friend
Techumanly,Paayel_12353,follower_of_friend
Roshan91543125,Paayel_12353,follower_of_friend
trilingadesamu,Paayel_12353,follower_of_friend
Biplob07180029,Paayel_12353,follower_of_friend
isouravbasum,Paayel_12353,follower_of_friend
Sahadat16176455,Paayel_12353,follower_of_friend
Sandeep31687089,Paayel_12353,follower_of_friend
AMITTwit2000,Paayel_12353,follower_of_friend
RoniMaity3,Paayel_12353,follower_of_friend
amar93392222,Paayel_12353,follower_of_friend
ArpaSaha5,Paayel_12353,follower_of_friend
RajAK20373654,Paayel_12353,follower_of_friend
BALA90763536,Paayel_12353,follower_of_friend
AsifulSk7,Paayel_12353,follower_of_friend
akash_yadav_01,Paayel_12353,follower_of_friend
mdshadikkhan5,Paayel_12353,follower_of_friend
SkSirajulhoqu13,Paayel_12353,follower_of_friend
SMAnish_28,Paayel_12353,follower_of_friend
ShawSreyash,Paayel_12353,follower_of_friend
MdSahalomKhan5,Paayel_12353,follower_of_friend
Paayel_12353,Techumanly,friend_of_friend
Paayel_12353,Roshan91543125,friend_of_friend
Paayel_12353,trilingadesamu,friend_of_friend
Paayel_12353,Biplob07180029,friend_of_friend
Paayel_12353,isouravbasum,friend_of_friend
Paayel_12353,Sahadat16176455,friend_of_friend
Paayel_12353,Sandeep31687089,friend_of_friend
Paayel_12353,AMITTwit2000,friend_of_friend
Paayel_12353,RoniMaity3,friend_of_friend
Paayel_12353,amar93392222,friend_of_friend
Paayel_12353,ArpaSaha5,friend_of_friend
Paayel_12353,RajAK20373654,friend_of_friend
Paayel_12353,BALA90763536,friend_of_friend
Paayel_12353,AsifulSk7,friend_of_friend
Paayel_12353,akash_yadav_01,friend_of_friend
Paayel_12353,mdshadikkhan5,friend_of_friend
Paayel_12353,SkSirajulhoqu13,friend_of_friend
Paayel_12353,SMAnish_28,friend_of_friend
Paayel_12353,ShawSreyash,friend_of_friend
Paayel_12353,MdSahalomKhan5,friend_of_friend
@BJP4Bengal,dindaashoke,friend
Saurabh56324365,dindaashoke,follower_of_friend
Naresh99280763,dindaashoke,follower_of_friend
angrybjpguy,dindaashoke,follower_of_friend
iamnaziyaa,dindaashoke,follower_of_friend
SkSirajulhoqu13,dindaashoke,follower_of_friend
RajaPan39700167,dindaashoke,follower_of_friend
Gaurav23081,dindaashoke,follower_of_friend
NishanthNanban,dindaashoke,follower_of_friend
Prasenj71679201,dindaashoke,follower_of_friend
joydwipsingh,dindaashoke,follower_of_friend
Jitendr31083844,dindaashoke,follower_of_friend
lazynithne,dindaashoke,follower_of_friend
Sanjeet84143329,dindaashoke,follower_of_friend
DeySankhanath,dindaashoke,follower_of_friend
Ankittomar91312,dindaashoke,follower_of_friend
RajuMod51428067,dindaashoke,follower_of_friend
AtulAgnihotri16,dindaashoke,follower_of_friend
Sourav6Only,dindaashoke,follower_of_friend
RIYAZHONNALLI1,dindaashoke,follower_of_friend
SumanSa57878744,dindaashoke,follower_of_friend
dindaashoke,Saurabh56324365,friend_of_friend
dindaashoke,Naresh99280763,friend_of_friend
dindaashoke,angrybjpguy,friend_of_friend
dindaashoke,iamnaziyaa,friend_of_friend
dindaashoke,SkSirajulhoqu13,friend_of_friend
dindaashoke,RajaPan39700167,friend_of_friend
dindaashoke,Gaurav23081,friend_of_friend
dindaashoke,NishanthNanban,friend_of_friend
dindaashoke,Prasenj71679201,friend_of_friend
dindaashoke,joydwipsingh,friend_of_friend
dindaashoke,Jitendr31083844,friend_of_friend
dindaashoke,lazynithne,friend_of_friend
dindaashoke,Sanjeet84143329,friend_of_friend
dindaashoke,DeySankhanath,friend_of_friend
dindaashoke,Ankittomar91312,friend_of_friend
dindaashoke,RajuMod51428067,friend_of_friend
dindaashoke,AtulAgnihotri16,friend_of_friend
dindaashoke,Sourav6Only,friend_of_friend
dindaashoke,RIYAZHONNALLI1,friend_of_friend
dindaashoke,SumanSa57878744,friend_of_friend
@BJP4Bengal,hiran_chatterji,friend
saswata_9,hiran_chatterji,follower_of_friend
trilingadesamu,hiran_chatterji,follower_of_friend
RADHA_WB_AU7256,hiran_chatterji,follower_of_friend
Biplob07180029,hiran_chatterji,follower_of_friend
SandipanBagui4,hiran_chatterji,follower_of_friend
PankajK26597851,hiran_chatterji,follower_of_friend
ANWESHANJANA3,hiran_chatterji,follower_of_friend
RajKuma33895598,hiran_chatterji,follower_of_friend
sharwarhossain3,hiran_chatterji,follower_of_friend
Jagannathgain19,hiran_chatterji,follower_of_friend
Avinand53448575,hiran_chatterji,follower_of_friend
tvpmtvpmnathan,hiran_chatterji,follower_of_friend
Frustra93395619,hiran_chatterji,follower_of_friend
AgniprasadL,hiran_chatterji,follower_of_friend
Prasenj71679201,hiran_chatterji,follower_of_friend
Debajyo44434126,hiran_chatterji,follower_of_friend
HoneySa40210083,hiran_chatterji,follower_of_friend
SumitDu03031593,hiran_chatterji,follower_of_friend
SanwarHossenKh1,hiran_chatterji,follower_of_friend
PikoSikder,hiran_chatterji,follower_of_friend
hiran_chatterji,saswata_9,friend_of_friend
hiran_chatterji,trilingadesamu,friend_of_friend
hiran_chatterji,RADHA_WB_AU7256,friend_of_friend
hiran_chatterji,Biplob07180029,friend_of_friend
hiran_chatterji,SandipanBagui4,friend_of_friend
hiran_chatterji,PankajK26597851,friend_of_friend
hiran_chatterji,ANWESHANJANA3,friend_of_friend
hiran_chatterji,RajKuma33895598,friend_of_friend
hiran_chatterji,sharwarhossain3,friend_of_friend
hiran_chatterji,Jagannathgain19,friend_of_friend
hiran_chatterji,Avinand53448575,friend_of_friend
hiran_chatterji,tvpmtvpmnathan,friend_of_friend
hiran_chatterji,Frustra93395619,friend_of_friend
hiran_chatterji,AgniprasadL,friend_of_friend
hiran_chatterji,Prasenj71679201,friend_of_friend
hiran_chatterji,Debajyo44434126,friend_of_friend
hiran_chatterji,HoneySa40210083,friend_of_friend
hiran_chatterji,SumitDu03031593,friend_of_friend
hiran_chatterji,SanwarHossenKh1,friend_of_friend
hiran_chatterji,PikoSikder,friend_of_friend
@BJP4Bengal,RajibBanerjeeWB,friend
SandeepBhowmik3,RajibBanerjeeWB,follower_of_friend
trilingadesamu,RajibBanerjeeWB,follower_of_friend
Amitkum49281614,RajibBanerjeeWB,follower_of_friend
sukesh2185,RajibBanerjeeWB,follower_of_friend
TECH24AVIATION,RajibBanerjeeWB,follower_of_friend
Jagannathgain19,RajibBanerjeeWB,follower_of_friend
ghoshsrsudip,RajibBanerjeeWB,follower_of_friend
BhaumikSomen,RajibBanerjeeWB,follower_of_friend
tvpmtvpmnathan,RajibBanerjeeWB,follower_of_friend
SayanBh13557879,RajibBanerjeeWB,follower_of_friend
HoneySa40210083,RajibBanerjeeWB,follower_of_friend
BaridulI,RajibBanerjeeWB,follower_of_friend
lakshmanpaul99,RajibBanerjeeWB,follower_of_friend
SUBHRADIPKAR0,RajibBanerjeeWB,follower_of_friend
Sayanta26643140,RajibBanerjeeWB,follower_of_friend
SouvikD93692046,RajibBanerjeeWB,follower_of_friend
DeySankhanath,RajibBanerjeeWB,follower_of_friend
AnirbanGhatak14,RajibBanerjeeWB,follower_of_friend
BabulChandraNa8,RajibBanerjeeWB,follower_of_friend
KrisnaGopalDas1,RajibBanerjeeWB,follower_of_friend
RajibBanerjeeWB,SandeepBhowmik3,friend_of_friend
RajibBanerjeeWB,trilingadesamu,friend_of_friend
RajibBanerjeeWB,Amitkum49281614,friend_of_friend
RajibBanerjeeWB,sukesh2185,friend_of_friend
RajibBanerjeeWB,TECH24AVIATION,friend_of_friend
RajibBanerjeeWB,Jagannathgain19,friend_of_friend
RajibBanerjeeWB,ghoshsrsudip,friend_of_friend
RajibBanerjeeWB,BhaumikSomen,friend_of_friend
RajibBanerjeeWB,tvpmtvpmnathan,friend_of_friend
RajibBanerjeeWB,SayanBh13557879,friend_of_friend
RajibBanerjeeWB,HoneySa40210083,friend_of_friend
RajibBanerjeeWB,BaridulI,friend_of_friend
RajibBanerjeeWB,lakshmanpaul99,friend_of_friend
RajibBanerjeeWB,SUBHRADIPKAR0,friend_of_friend
RajibBanerjeeWB,Sayanta26643140,friend_of_friend
RajibBanerjeeWB,SouvikD93692046,friend_of_friend
RajibBanerjeeWB,DeySankhanath,friend_of_friend
RajibBanerjeeWB,AnirbanGhatak14,friend_of_friend
RajibBanerjeeWB,BabulChandraNa8,friend_of_friend
RajibBanerjeeWB,KrisnaGopalDas1,friend_of_friend
@BJP4Bengal,dayem_hossin,friend
rahulfzd1,dayem_hossin,follower_of_friend
singhsumitbjp,dayem_hossin,follower_of_friend
Mohamma44448722,dayem_hossin,follower_of_friend
BamariHossin,dayem_hossin,follower_of_friend
AmreshK08747936,dayem_hossin,follower_of_friend
IamroyRahul,dayem_hossin,follower_of_friend
surajvai1997,dayem_hossin,follower_of_friend
BJP4Bengal,dayem_hossin,follower_of_friend
jovanhaye,dayem_hossin,follower_of_friend
Ujjwal_krishna,dayem_hossin,follower_of_friend
CrazyFunnyVidzz,dayem_hossin,follower_of_friend
briittneywhite1,dayem_hossin,follower_of_friend
Uncuthumazangwa,dayem_hossin,follower_of_friend
soyonrs,dayem_hossin,follower_of_friend
ParisAMDParis,dayem_hossin,follower_of_friend
dayemkhan11,dayem_hossin,follower_of_friend
mini_aurelio,dayem_hossin,follower_of_friend
spainlyf,dayem_hossin,follower_of_friend
ilovequotebooks,dayem_hossin,follower_of_friend
viral_tube,dayem_hossin,follower_of_friend
dayem_hossin,rahulfzd1,friend_of_friend
dayem_hossin,singhsumitbjp,friend_of_friend
dayem_hossin,Mohamma44448722,friend_of_friend
dayem_hossin,BamariHossin,friend_of_friend
dayem_hossin,AmreshK08747936,friend_of_friend
dayem_hossin,IamroyRahul,friend_of_friend
dayem_hossin,surajvai1997,friend_of_friend
dayem_hossin,BJP4Bengal,friend_of_friend
